DBLd1,5133
NTSB,3005
CIDRb1,1838
DBLa1.1,664
CIDRg10,433
CIDRa2.2,419
DBLg2,409
CIDRb6,353
CIDRb5,345
DBLz4,324
DBLb11,287
DBLg11,243
DBLa0.7,240
DBLg1,231
DBLg4,220
DBLz2,212
DBLe5,193
DBLa0.11,185
CIDRa3.1,176
DBLb5,160
DBLg3,154
NTSA,153
DBLa0.1,152
CIDRa2.4,142
DBLg13,133
DBLg6,131
DBLz3,129
CIDRa1.2,127
DBLe1,121
DBLb12,120
DBLd4,118
DBLa0.8,116
DBLa0.12,113
DBLe2,111
CIDRg4,111
DBLb1,106
DBLg8,105
DBLb6,104
CIDRb7,102
CIDRb4,101
DBLz5,100
DBLb8,96
CIDRg11,91
CIDRa3.2,90
DBLe6,87
DBLe14,86
DBLe9,83
DBLg10,77
DBLg9,71
DBLb13,67
DBLg12,66
DBLg5,66
DBLg16,65
DBLd7,65
DBLe13,64
DBLa0.22,64
DBLg14,63
DBLb3,63
DBLa0.16,63
DBLa0.5,61
DBLb2,60
DBLe4,60
DBLa0.13,60
CIDRa3.4,60
DBLd5,59
DBLa0.15,58
DBLa2,57
DBLa1.5,55
DBLa0.9,54
DBLa0.20,50
DBLd3,49
DBLe3,49
DBLa0.23,47
DBLa1.8,47
CIDRg1,46
CIDRa2.6,44
CIDRg2,42
CIDRa2.1,40
DBLg17,39
CIDRa3.3,39
CIDRg5,39
DBLb4,38
CIDRg7,36
DBLg15,35
DBLe11,34
DBLb9,33
DBLepam5,31
DBLa0.3,31
DBLd2,29
CIDRa4,28
DBLb10,27
DBLa0.2,27
DBLb7,26
DBLe10,26
DBLe8,26
DBLa0.17,25
CIDRa1.8,25
CIDRa1.4,24
DBLepam4,22
DBLa0.19,22
DBLg7,22
DBLa1.3,21
DBLa0.18,20
DBLe7,20
CIDRa5,20
DBLa1.4,20
DBLa0.10,19
DBLa0.4,19
DBLa0.21,18
CIDRa2.10,18
DBLa0.6,18
CIDRa2.9,17
DBLa1.2,16
CIDRg9,16
CIDRb2,15
CIDRb3,15
CIDRa6,15
CIDRd1,15
DBLa0.14,13
CIDRg12,12
DBLa0.24,12
DBLpam3,10
CIDRpam,9
CIDRa2.8,9
CIDRa3.5,8
CIDRa2.5,8
DBLd9,8
DBLpam2,8
DBLpam1,8
DBLg18,7
CIDRg8,7
CIDRa2.11,5
DBLa1.7,5
CIDRa1.6,5
DBLa1.6,4
CIDRa2.7,4
CIDRa2.3,3
DBLd6,2
DBLd8,2
CIDRa1.7,2
CIDRd2,2
DBLz6,1
CIDRa1.5,1
