DBLd1,4971
NTSB,3882
DBLb5,1765
CIDRb1,1647
CIDRa3.1,749
DBLa0.5,735
DBLb13,704
DBLg10,528
DBLb10,501
DBLe12,485
DBLz5,479
DBLa0.13,462
DBLg7,462
DBLe11,438
DBLg13,404
DBLa1.1,377
DBLb11,328
DBLa0.16,327
CIDRa3.3,304
DBLa0.1,300
CIDRa2.3,284
CIDRa2.5,280
DBLa0.19,269
DBLg1,267
DBLa1.8,264
CIDRa2.6,259
CIDRa3.4,254
DBLd4,245
DBLg11,237
CIDRb5,235
CIDRg10,232
CIDRa2.8,219
DBLz4,212
CIDRa2.9,212
DBLe1,194
DBLa0.21,193
DBLg8,188
DBLg9,184
DBLa0.15,183
DBLb12,182
DBLz1,177
DBLd7,173
DBLb6,166
CIDRb6,165
DBLa0.6,163
CIDRb2,154
DBLd2,153
DBLd5,151
DBLa0.11,151
DBLb7,143
DBLa0.12,136
CIDRa2.2,135
DBLa0.9,134
DBLb8,132
DBLb4,130
DBLz6,130
DBLa0.8,130
DBLb3,129
DBLa0.17,128
DBLa0.22,120
CIDRa2.10,119
DBLg16,117
DBLg17,117
NTSA,116
CIDRg7,115
DBLa0.10,110
DBLe5,106
DBLa0.24,100
DBLg3,95
DBLa0.3,94
DBLd3,92
DBLa0.14,91
DBLa1.2,91
CIDRa2.4,87
DBLb9,80
DBLa0.2,80
CIDRa1.2,78
CIDRb7,75
CIDRa3.2,67
CIDRb3,65
CIDRg5,61
DBLb2,60
DBLb1,57
CIDRg1,55
DBLa0.7,54
DBLg5,53
DBLa0.23,51
DBLa0.18,51
CIDRg2,51
DBLd6,38
DBLe4,38
CIDRg9,38
DBLe6,37
DBLa0.20,37
DBLg15,36
DBLe9,36
CIDRg4,35
CIDRg11,29
CIDRa4,28
DBLg18,27
CIDRa5,26
CIDRa1.1,25
DBLd9,25
DBLd8,24
DBLe3,23
CIDRa1.7,22
CIDRb4,21
DBLe10,20
DBLz3,20
DBLg2,20
DBLg14,18
CIDRa2.1,18
DBLz2,17
CIDRa2.7,16
DBLa2,15
DBLa1.6,14
DBLe14,14
DBLepam5,14
DBLepam4,14
CIDRg8,13
DBLg12,12
CIDRd1,12
CIDRa6,11
DBLg4,10
DBLa1.4,9
DBLpam3,8
DBLpam2,8
CIDRg12,7
DBLe7,7
CIDRa2.11,7
CIDRg6,6
CIDRpam,5
CIDRa1.6,5
DBLa0.4,5
DBLpam1,5
CIDRa1.8,4
DBLe2,3
DBLa1.7,3
CIDRd2,3
DBLe8,2
CIDRa1.4,2
DBLg6,2
CIDRg3,1
DBLa1.5,1
DBLa1.3,1
CIDRa1.3,1
DBLe13,1
NTSpam,1
