DBLd1,3747
NTSB,3206
CIDRb1,907
DBLa0.5,748
DBLz4,533
DBLa0.13,477
DBLb13,474
DBLa0.16,326
DBLb1,319
DBLd4,302
DBLz3,291
CIDRa3.4,290
CIDRb6,285
CIDRa2.3,281
DBLb5,265
DBLepam5,259
DBLa0.11,258
DBLz2,255
CIDRa2.9,253
DBLz6,249
DBLa0.1,246
DBLe2,239
CIDRa3.2,234
DBLb8,224
DBLg15,223
DBLe12,223
CIDRa2.4,215
CIDRa2.6,214
DBLg3,205
DBLe5,201
DBLg11,194
CIDRg2,190
DBLa0.9,187
CIDRa2.8,175
DBLa0.12,172
DBLpam1,170
DBLepam4,167
DBLz5,165
DBLa0.15,157
DBLe9,156
DBLpam2,154
DBLe1,150
DBLg8,149
DBLg13,147
DBLpam3,147
CIDRa2.10,143
DBLe10,142
DBLa1.4,135
DBLb12,135
CIDRa1.3,131
CIDRa3.1,125
DBLe3,123
DBLg5,121
DBLd3,116
CIDRb3,116
DBLa0.3,109
DBLe6,105
DBLa0.14,104
DBLa0.19,104
CIDRg10,103
DBLg10,102
DBLd5,101
CIDRg1,98
CIDRpam,96
DBLb6,94
DBLe14,89
DBLa0.18,89
CIDRg7,88
CIDRa2.2,85
DBLa0.8,85
DBLd6,84
CIDRg9,82
CIDRb5,78
DBLd7,76
DBLb3,76
DBLg4,76
CIDRg5,74
NTSA,72
DBLd2,71
DBLb4,71
CIDRa1.7,70
DBLb7,69
DBLa0.21,69
CIDRg4,69
DBLg12,68
CIDRa2.5,67
DBLg1,65
DBLa0.4,56
DBLg14,55
DBLa1.2,55
DBLe11,53
DBLa0.20,51
DBLg9,51
DBLa0.23,50
DBLd9,50
CIDRa3.3,49
DBLd8,48
DBLg16,47
CIDRa5,47
DBLa0.24,45
DBLa0.6,43
CIDRg11,42
DBLg2,42
DBLa1.8,41
DBLa1.1,40
CIDRa2.1,40
DBLg17,38
DBLa2,37
DBLa0.22,36
DBLg7,36
CIDRb4,35
DBLg6,35
DBLa0.17,34
DBLa1.6,34
CIDRa6,32
DBLb2,28
DBLa1.5,27
CIDRa1.8,26
CIDRb7,25
DBLa0.7,25
DBLb9,24
CIDRg12,21
CIDRa4,21
DBLa0.10,19
DBLb10,19
DBLa0.2,17
CIDRg3,15
DBLe7,12
DBLb11,12
CIDRg8,12
CIDRa1.5,11
NTSpam,9
CIDRa1.6,5
CIDRa2.11,4
CIDRg6,4
CIDRb2,3
DBLz1,3
CIDRa2.7,3
DBLg18,2
DBLe4,1
DBLa1.7,1
DBLa1.3,1
